Location,State,Total Biomass Residue (thousand tonnes/yr),Crop Residue,Manure Residue,Forest Residue,Primary Mill Residue,Secondary Mill Residue,Urban Residue,Landfill Residue
Ada,Idaho,2232695.443,17403.013,1477.972,7683.000,2169384.000,8091.209,28158.674,0.000
Bonneville,Idaho,142871.312,133400.864,93.654,922.000,0.000,554.918,7763.418,0.000
Kay,Oklahoma,115680.223,94599.242,148.779,0.000,0.000,4.082,5217.559,0.000
Grant,Oklahoma,203249.770,124328.872,49.846,0.000,0.000,0.000,548.506,0.000
Alfalfa,Oklahoma,92757.137,47880.403,298.050,0.000,0.000,0.000,741.757,0.000
Piatt,Illinois,247754.308,231675.418,142.930,0.000,0.000,16.330,1740.249,0.000
Garfield,Oklahoma,135617.205,98800.883,122.985,0.000,0.000,20.412,6164.611,7288.186
Cass,Illinois,240626.654,149716.360,1407.607,18308.000,0.000,8.165,1637.882,0.000
Tulsa,Oklahoma,81850.588,3480.150,22.881,0.000,0.000,6303.226,60064.678,10857.670
Brown,Illinois,166050.736,78013.127,441.479,9661.000,0.000,0.000,739.061,0.000
Blaine,Oklahoma,73628.617,41260.978,126.240,0.000,0.000,0.000,1277.003,0.000
Kingfisher,Oklahoma,80947.232,58213.331,152.080,0.000,0.000,4.082,1575.712,0.000
Macon,Illinois,317279.253,264794.211,138.813,0.000,0.000,758.894,12197.801,24476.000
Edgar,Illinois,323858.996,291367.217,1934.832,0.000,0.000,8.165,2276.877,0.000
Douglas,Illinois,266538.723,232764.878,144.341,901.000,0.000,1396.361,2390.839,5312.088
Morgan,Illinois,319630.425,266676.988,810.316,9498.000,0.000,4.082,4075.294,0.000
Moultrie,Illinois,167217.189,152398.222,170.100,1464.000,0.000,1016.842,1519.275,0.000
Scott,Illinois,125602.870,92286.070,210.163,1838.000,0.000,0.000,679.583,0.000
Coles,Illinois,244386.548,201385.249,84.907,3250.000,0.000,493.682,5929.186,7844.679
Greene,Illinois,318194.552,213534.460,2172.018,3780.000,0.000,244.800,1660.460,26446.818
Clark,Illinois,226873.435,186746.680,773.713,3241.000,0.000,257.047,1899.405,0.000
Washita,Oklahoma,65876.883,64498.371,41.602,0.000,0.000,0.000,1317.880,0.000
Cumberland,Illinois,169861.077,123588.902,745.306,4134.000,0.000,12.247,1196.641,0.000
Effingham,Illinois,225416.842,137978.519,1678.613,12619.000,17959.000,273.377,4006.743,0.000
Jasper,Illinois,209134.350,148258.361,1915.636,9974.000,0.000,252.965,1257.399,0.000
Bond,Illinois,184311.870,103029.132,208.262,2805.000,0.000,0.000,1965.868,5812.226
Madison,Illinois,315735.222,206142.585,536.057,11363.000,0.000,791.554,27898.826,48870.630
Lawrence,Illinois,156869.504,104237.182,614.180,9769.000,1922.000,252.965,1733.941,0.000
Jackson,Oklahoma,80192.350,76842.900,25.167,0.000,0.000,244.800,3032.456,0.000
Richland,Illinois,153153.485,103535.670,1034.191,4065.000,3945.000,28.577,1898.840,0.000
Marion,Illinois,321152.297,112770.901,194.935,18746.000,11621.000,16.330,4705.748,0.000
St. Clair,Illinois,255875.666,155565.549,536.722,5400.000,5907.000,1237.147,27685.581,43487.340
Pushmataha,Oklahoma,244753.559,0.000,49.522,224060.000,18938.000,261.130,1425.614,0.000
Tillman,Oklahoma,56756.259,55543.694,25.373,0.000,0.000,0.000,1171.835,0.000
McCurtain,Oklahoma,838568.877,7863.171,1984.533,232577.000,585073.000,248.882,4485.312,0.000
Wayne,Illinois,416918.791,122597.877,1099.128,15936.000,8807.000,4.082,1914.612,0.000
Edwards,Illinois,87725.047,47139.262,327.593,470.000,0.000,248.882,832.074,0.000
Wabash,Illinois,97426.093,67370.518,71.377,6415.000,0.000,0.000,1557.277,0.000
Monroe,Illinois,133033.045,88501.881,715.543,16544.000,0.000,257.047,3209.336,0.000
Washington,Illinois,191464.764,143426.675,1340.701,5444.000,0.000,738.482,1701.614,0.000
Jefferson,Illinois,258252.093,68589.531,210.017,8799.000,0.000,0.000,4439.933,0.000
Hamilton,Illinois,267256.037,80647.476,430.173,8096.000,0.000,497.765,916.754,0.000
Fulton,Ohio,154788.822,122763.813,1263.362,0.000,229.000,779.306,4749.358,0.000
Stephenson,Illinois,280938.168,232457.701,2008.899,332.000,0.000,252.965,5208.412,0.000
Williams,Ohio,254702.184,79637.010,342.534,2148.000,0.000,530.424,4428.779,7232.067
Trumbull,Ohio,118119.076,28222.564,155.456,18686.000,29181.000,1767.571,25282.815,12337.642
Henry,Ohio,169402.830,154087.039,239.996,420.000,0.000,16.330,3324.243,1764.000
Defiance,Ohio,209073.750,111791.757,307.594,794.000,7391.000,497.765,4463.317,5335.561
Huron,Ohio,168926.360,104797.055,479.943,1289.000,0.000,501.847,6857.380,5598.262
Seneca,Ohio,194740.585,120570.368,708.947,698.000,0.000,1016.842,6586.820,0.000
Paulding,Ohio,152450.824,122995.206,250.135,14.000,0.000,248.882,2337.157,0.000
Hancock,Ohio,142642.428,109442.885,543.068,723.000,3082.000,992.347,8073.712,7110.061
Putnam,Ohio,173699.154,146949.698,1230.869,0.000,0.000,501.847,3844.069,1302.000
Crawford,Ohio,143013.938,102243.069,865.295,1355.000,8748.000,988.265,5199.001,5776.483
Wyandot,Ohio,139380.825,82554.930,996.836,137.000,0.000,261.130,2626.630,9667.161
Wayne,Ohio,102934.794,54948.789,2232.685,16112.000,0.000,4580.561,12440.595,9274.090
Van Wert,Ohio,163166.033,152148.948,389.913,0.000,0.000,501.847,3283.166,0.000
Winnebago,Illinois,194745.566,120942.395,295.817,663.000,0.000,3784.025,29697.664,11219.064
Allen,Ohio,167429.830,85132.347,702.393,2023.000,19413.000,1265.724,12098.430,0.000
Hardin,Ohio,151430.657,95564.976,849.725,177.000,0.000,248.882,3627.000,0.000
Mercer,Ohio,135629.177,101565.484,4929.105,2362.000,0.000,277.459,4530.169,1675.800
Morrow,Ohio,97143.603,72477.450,422.901,397.000,0.000,20.412,3682.689,0.000
Marion,Ohio,135304.288,104806.628,493.636,134.000,0.000,252.965,7511.592,0.000
Auglaize,Ohio,151055.238,88547.228,1149.978,4938.000,0.000,510.012,5250.484,5011.990
Holmes,Ohio,136410.619,19897.213,1265.846,37065.000,63116.000,2575.598,4492.438,1589.170
Knox,Ohio,93959.763,56902.096,589.227,2791.000,6259.000,538.589,6032.994,0.000
Logan,Ohio,186691.477,84251.968,503.433,6141.000,0.000,4.082,5183.402,13853.161
Union,Ohio,138182.561,92911.356,532.254,3009.000,0.000,493.682,4710.069,0.000
Shelby,Ohio,123512.944,85331.152,911.083,0.000,0.000,2462.047,5303.500,0.000
Boone,Illinois,123589.538,109989.576,366.150,427.000,0.000,754.812,4443.510,2450.000
Darke,Ohio,178860.517,146419.510,3750.201,775.000,0.000,1004.594,5991.933,0.000
Champaign,Ohio,120026.123,87048.510,540.651,13.000,2713.000,244.800,4395.791,0.000
Miami,Ohio,105681.962,87181.999,505.142,149.000,0.000,1494.194,11125.964,0.000
Clark,Ohio,136986.459,96691.958,284.644,3176.000,0.000,1253.477,16657.984,11525.243
Carroll,Illinois,289145.173,232260.611,874.543,860.000,0.000,742.565,1863.888,0.000
Perry,Ohio,66068.486,18077.045,66.755,15961.000,9506.000,8.165,3772.337,12193.321
Montgomery,Ohio,141706.215,42668.058,266.304,0.000,0.000,3306.672,62068.119,30709.000
Preble,Ohio,117765.588,97729.973,1004.461,737.000,0.000,1012.759,4686.584,0.000
Fayette,Ohio,155345.737,141255.196,371.789,0.000,0.000,285.624,3147.452,0.000
Fayette,Indiana,59385.523,42798.082,471.189,5223.000,0.000,0.000,3110.710,0.000
Hocking,Ohio,74441.165,2796.209,7.276,35240.000,28095.000,742.565,3126.198,0.000
Washington,Ohio,114437.641,9975.515,275.397,25046.000,64826.000,1514.606,7364.824,0.000
Clinton,Ohio,162819.460,137751.588,493.074,1462.000,6580.000,8.165,4487.994,0.000
DeKalb,Illinois,374689.685,322151.313,3537.924,160.000,7667.000,779.306,9551.716,10533.694
Vinton,Ohio,186227.163,792.830,6.751,31220.000,148441.000,742.565,1417.587,0.000
DuPage,Illinois,194844.453,7305.873,0.000,5.000,0.000,11010.197,96420.542,78607.720
Brown,Ohio,91543.809,56665.643,165.121,2068.000,5009.000,261.130,4771.608,8000.041
Jackson,Ohio,64699.026,3991.303,18.261,25123.000,21766.000,1245.312,3613.265,5845.161
Adams,Ohio,59721.835,14699.535,375.990,9902.000,8510.000,505.930,3116.133,0.000
Whiteside,Illinois,435724.583,353271.002,1063.374,428.000,0.000,261.130,6540.601,0.000
Scioto,Ohio,106756.659,12388.746,34.777,53548.000,23016.000,1730.830,8857.439,852.372
Lee,Illinois,414206.554,383320.353,946.748,5.000,0.000,4.082,3925.602,6393.163
St. Lawrence,New York,82973.005,1678.119,499.399,54459.000,9827.000,510.012,12149.299,0.000
Rock Island,Illinois,240341.978,140432.959,532.166,742.000,3269.000,1261.642,16429.065,38678.000
Franklin,New York,51517.132,1423.791,263.394,43748.000,423.000,16.330,5558.062,0.000
Essex,New York,81235.019,377.705,36.604,51706.000,24209.000,505.930,4335.535,0.000
Lewis,New York,354205.704,2402.301,383.252,38866.000,309439.000,8.165,3062.431,0.000
Will,Illinois,290890.530,186563.116,318.354,4057.000,0.000,4339.843,53683.151,32188.000
Kendall,Illinois,132161.242,116130.526,492.459,5138.000,0.000,1249.394,5800.192,0.000
Jefferson,New York,82336.342,6839.906,463.100,16666.000,23713.000,1738.994,12219.443,11108.000
Washington,New York,68959.743,5534.374,319.608,21303.000,32411.000,1008.677,6617.432,0.000
Warren,New York,84233.393,0.000,0.801,53972.000,14948.000,1249.394,7131.520,6827.000
Oswego,New York,74466.881,3545.257,63.067,32678.000,22367.000,1469.700,13356.972,308.242
Oneida,New York,141085.837,17856.378,321.627,39420.000,46024.000,2535.530,25358.066,0.000
Cayuga,New York,106168.820,42444.977,410.378,14529.000,16653.000,257.047,8945.100,1842.000
Mercer,Illinois,348747.059,269911.504,1168.816,1100.000,0.000,244.800,1803.202,2205.000
Cortland,New York,93006.074,2596.042,203.227,29664.000,40870.000,1237.147,5377.798,0.000
Putnam,Illinois,81261.504,61956.018,105.284,167.000,0.000,489.600,647.183,0.000
Knox,Illinois,411829.186,322106.306,1991.738,11534.000,4142.000,8.165,6119.143,0.000
Marshall,Illinois,182981.217,170689.363,205.585,381.000,0.000,489.600,1401.557,0.000
Ulster,New York,61249.115,545.165,29.407,16529.000,23562.000,375.437,19186.604,655.000
Dutchess,New York,68771.556,4342.724,43.593,14388.000,17326.000,1555.430,30226.169,0.000
Sullivan,New York,70761.557,391.885,64.097,22617.000,32603.000,1253.477,8090.055,5406.541
Orange,New York,83519.973,1774.429,117.850,8732.000,724.000,3804.437,36953.093,30827.000
Henderson,Illinois,182570.424,170516.572,437.384,1819.000,0.000,0.000,873.368,0.000
Warren,Illinois,312404.529,296053.041,931.353,19.000,0.000,248.882,1992.274,0.000
Queens,New York,251203.212,0.000,0.000,0.000,0.000,9059.206,238457.505,0.000
Kings,New York,279256.817,0.000,0.000,0.000,0.000,11585.815,263594.339,0.000
Nassau,New York,186842.766,0.000,0.120,39.000,0.000,12247.488,142690.356,29659.000
Iroquois,Illinois,785079.382,632935.651,576.499,14558.000,0.000,252.965,3513.608,47041.320
Ford,Illinois,318952.823,281914.681,511.139,0.000,0.000,0.000,1786.724,0.000
Woodford,Illinois,318974.751,281221.147,1316.194,76.000,0.000,514.094,3771.763,0.000
McLean,Illinois,727930.328,640168.791,1614.800,0.000,0.000,1016.842,16178.559,13622.840
Tazewell,Illinois,360259.365,276646.278,1220.434,591.000,0.000,542.671,13844.615,24500.000
McDonough,Illinois,342748.779,286329.176,431.170,8251.000,0.000,4.082,3772.298,5945.751
Vermilion,Illinois,476385.293,421013.914,286.837,1.000,0.000,497.765,9196.261,8939.161
Champaign,Illinois,604936.911,530993.906,390.593,166.000,0.000,289.706,19287.506,0.000
Logan,Illinois,418358.083,358837.329,1423.121,2488.000,0.000,0.000,3406.771,0.000
De Witt,Illinois,206669.045,185852.951,373.851,0.000,0.000,257.047,1786.294,1421.000
Rush,Indiana,173816.331,158541.181,1797.734,3800.000,2694.000,493.682,2181.182,0.000
Shelby,Indiana,177763.250,159103.475,79.022,3204.000,0.000,1277.971,5154.865,7369.753
Johnson,Indiana,128610.266,75264.674,340.971,8223.000,27413.000,1759.406,13823.847,0.000
Vigo,Indiana,152734.097,83383.643,263.341,20289.000,21561.000,269.294,13206.159,6837.061
Clay,Indiana,177765.590,110601.440,376.862,19308.000,20965.000,252.965,3221.520,7537.202
Franklin,Indiana,65373.602,34636.069,779.846,11205.000,3419.000,493.682,2626.484,0.000
Owen,Indiana,90399.181,25045.958,231.313,30328.000,10930.000,992.347,2584.701,241.634
Decatur,Indiana,167388.679,117408.206,2417.286,27309.000,0.000,4.082,3174.019,2132.000
Monroe,Indiana,68999.021,6939.711,11.499,17909.000,19684.000,1000.512,14073.618,0.000
Bartholomew,Indiana,154001.919,98446.387,478.639,27941.000,0.000,281.542,8631.320,6222.400
Curry,New Mexico,67909.751,49682.780,13182.593,0.000,0.000,0.000,4969.894,0.000
Ripley,Indiana,106739.178,55540.287,644.724,12270.000,11504.000,497.765,3217.743,5733.198
Greene,Indiana,102131.111,52023.639,1795.308,21856.000,0.000,489.600,4067.940,6782.461
Lawrence,Indiana,116346.191,16101.128,143.726,23651.000,14484.000,493.682,5801.536,1309.241
Orange,Indiana,96727.042,19936.329,288.271,15450.000,13436.000,318.283,2391.587,0.000
Dubois,Indiana,145382.048,60603.917,3040.901,26909.000,27984.000,2804.969,4632.405,848.886
DeKalb,Indiana,255715.131,76500.652,537.162,8887.000,8835.000,775.224,4611.568,5275.033
Dakota,Nebraska,156692.520,81245.584,439.580,554.000,0.000,734.400,2224.299,5500.470
Box Butte,Nebraska,98046.946,95121.996,107.604,0.000,0.000,0.000,1516.820,1280.422
Pierce,Nebraska,221918.994,171661.588,2297.834,0.000,0.000,0.000,862.900,0.000
Antelope,Nebraska,353317.814,255897.229,2563.647,346.000,0.000,8.165,818.421,0.000
Wayne,Nebraska,219092.761,151145.906,1693.568,0.000,0.000,0.000,1081.892,0.000
Thurston,Nebraska,225207.901,125540.336,1152.880,712.000,0.000,0.000,787.560,0.000
Noble,Indiana,162641.958,84907.164,1100.651,10728.000,0.000,269.294,5388.045,2272.965
Marshall,Indiana,179360.261,140475.842,727.207,4754.000,4290.000,1012.759,5529.084,0.000
Madison,Nebraska,248674.083,183539.248,1887.302,817.000,4622.000,738.482,3959.498,4553.390
Stanton,Nebraska,238980.376,88773.170,1347.971,0.000,0.000,0.000,708.925,345.870
Cuming,Nebraska,248016.293,193108.099,4870.615,3238.000,10521.000,244.800,1120.551,0.000
Kosciusko,Indiana,267102.348,151070.553,2272.214,20000.000,14928.000,1763.489,8659.130,2396.566
Starke,Indiana,151191.268,71718.354,46.138,4137.000,7261.000,510.012,2878.100,0.000
Whitley,Indiana,178079.705,91821.903,1220.237,16363.000,17545.000,24.494,3605.920,0.000
Jasper,Indiana,266713.543,245446.927,2140.628,62.000,0.000,257.047,3529.910,0.000
Allen,Indiana,349100.582,164504.401,1052.447,10902.000,20657.000,1122.984,38623.403,74469.000
Morrill,Nebraska,69071.952,68100.096,180.409,185.000,0.000,0.000,597.452,0.000
Scotts Bluff,Nebraska,89536.897,84028.247,282.321,0.000,0.000,16.330,4148.947,999.950
Boone,Nebraska,320781.579,214822.392,2612.051,2040.000,0.000,8.165,687.399,0.000
Newton,Indiana,200438.059,181128.143,1526.517,0.000,0.000,244.800,1848.982,0.000
Custer,Nebraska,238890.099,207039.764,1736.596,0.000,0.000,0.000,1295.174,0.000
Greeley,Nebraska,115705.217,79911.298,1199.204,0.000,0.000,0.000,298.067,0.000
Valley,Nebraska,99046.576,82000.703,841.022,24.000,0.000,0.000,510.360,0.000
Fulton,Indiana,150430.797,124921.824,716.711,4074.000,0.000,4.082,2529.528,7716.121
Pulaski,Indiana,205235.114,171506.059,1058.034,5106.000,0.000,8.165,1574.584,0.000
Nance,Nebraska,133150.447,71630.654,1060.230,1544.000,0.000,0.000,443.476,0.000
Cheyenne,Nebraska,68348.930,66920.109,242.200,0.000,0.000,0.000,1170.366,0.000
Keith,Nebraska,104694.044,103575.825,128.841,0.000,0.000,0.000,974.703,0.000
Wabash,Indiana,190281.246,116084.331,2067.153,8283.000,0.000,248.882,4365.116,19314.400
Sherman,Nebraska,111075.800,69186.073,409.990,4967.000,0.000,0.000,364.401,0.000
Howard,Nebraska,125630.431,101868.023,819.212,3.000,0.000,244.800,721.225,0.000
Huntington,Indiana,134565.028,108014.501,729.112,712.000,0.000,248.882,4630.922,620.120
York,Nebraska,331465.186,326231.187,2015.246,0.000,0.000,4.082,1603.235,480.514
Hall,Nebraska,279626.325,260724.569,831.702,790.000,0.000,1000.512,5970.186,604.513
Perkins,Nebraska,207849.205,207179.510,131.401,0.000,0.000,0.000,533.002,0.000
Frontier,Nebraska,72255.905,67679.649,368.832,0.000,0.000,0.000,340.350,0.000
Hayes,Nebraska,104600.666,52567.083,161.938,0.000,0.000,0.000,117.294,0.000
Chase,Nebraska,208223.230,207427.788,341.944,0.000,0.000,0.000,446.771,0.000
Gosper,Nebraska,107772.473,97676.199,1043.471,0.000,0.000,0.000,235.356,0.000
Adams,Nebraska,271289.753,248083.608,397.722,0.000,4335.000,992.347,3421.179,713.371
Fillmore,Nebraska,286308.499,275142.688,2252.386,0.000,0.000,0.000,728.583,0.000
Clay,Nebraska,259848.548,247695.133,4088.517,0.000,0.000,244.800,863.843,0.000
Nemaha,Nebraska,135524.577,59504.000,1294.384,4572.000,0.000,12.247,832.039,0.000
Gage,Nebraska,407166.516,176111.490,2736.775,293.000,0.000,261.130,2525.221,527.355
Red Willow,Nebraska,79032.521,69257.596,644.173,0.000,0.000,0.000,1257.284,0.000
Furnas,Nebraska,139521.147,83384.895,1468.985,133.000,0.000,0.000,584.712,0.000
Harlan,Nebraska,107622.929,98521.678,263.000,133.000,0.000,0.000,415.800,0.000
Hitchcock,Nebraska,60287.644,51590.144,206.299,0.000,0.000,0.000,341.668,0.000
Nuckolls,Nebraska,129285.958,117223.678,1008.410,80.000,0.000,0.000,555.388,0.000
Thayer,Nebraska,232028.183,193342.496,729.750,0.000,0.000,4.082,664.994,0.000
Franklin,Nebraska,137298.869,110862.462,310.128,2846.000,0.000,0.000,392.517,0.000
Webster,Nebraska,141292.329,78614.533,1119.353,131.000,0.000,4.082,446.002,0.000
Dundy,Nebraska,94994.820,94462.517,276.793,0.000,0.000,0.000,251.720,0.000
Jefferson,Nebraska,182932.118,121459.341,1174.629,188.000,0.000,0.000,915.177,0.000
Pawnee,Nebraska,276135.200,36292.007,846.132,5667.000,3751.000,0.000,339.032,0.000
Cavalier,North Dakota,483679.101,275623.172,27.716,0.000,0.000,0.000,658.799,0.000
Towner,North Dakota,414778.647,143087.500,4.327,0.000,0.000,0.000,284.111,0.000
Divide,North Dakota,84508.981,84201.707,77.969,0.000,0.000,0.000,225.530,0.000
Renville,North Dakota,210134.344,126772.798,4.602,2002.000,0.000,0.000,257.834,0.000
Bottineau,North Dakota,680675.818,207495.281,23.925,2.000,0.000,244.800,797.007,0.000
Burke,North Dakota,276128.745,92426.057,12.570,0.000,0.000,0.000,312.260,0.000
Rolette,North Dakota,379799.398,83495.605,14.305,1416.000,0.000,0.000,1350.811,0.000
Pierce,North Dakota,426249.524,89474.001,21.379,0.000,0.000,0.000,552.608,0.000
Ramsey,North Dakota,471488.575,164875.173,3.374,0.000,0.000,0.000,1373.521,0.000
Walsh,North Dakota,676772.335,213275.273,42.410,0.000,0.000,16.330,1314.650,0.000
Benson,North Dakota,348806.911,125975.830,36.807,0.000,0.000,4.082,687.951,0.000
Nelson,North Dakota,633482.988,111173.835,21.493,6981.000,0.000,0.000,366.993,0.000
Wells,North Dakota,447632.812,156364.488,27.760,0.000,0.000,0.000,504.010,0.000
Sheridan,North Dakota,316451.410,61925.229,29.072,0.000,0.000,0.000,168.925,0.000
Eddy,North Dakota,342566.338,48027.120,11.076,0.000,0.000,0.000,272.355,0.000
Griggs,North Dakota,433763.681,85587.614,9.574,0.000,0.000,0.000,272.059,0.000
Steele,North Dakota,259487.134,154802.055,4.739,38.000,0.000,0.000,223.061,0.000
Foster,North Dakota,197899.368,80950.342,26.149,0.000,0.000,0.000,462.120,0.000
Miami,Indiana,174291.436,121806.105,1855.899,10137.000,7564.000,1490.112,4311.996,5408.166
Adams,Indiana,110898.821,70227.510,2297.334,3177.000,0.000,269.294,3849.174,7981.841
Wells,Indiana,157628.492,133538.871,1277.761,213.000,0.000,501.847,3159.471,7727.900
Kidder,North Dakota,492804.830,36596.242,50.468,0.000,0.000,0.000,271.960,0.000
Barnes,North Dakota,713023.106,288291.714,70.688,24.000,390.000,244.800,1253.995,0.000
Cass,Indiana,200376.117,158057.711,1186.125,7846.000,0.000,265.212,4866.964,10085.761
Carroll,Indiana,216426.366,199439.188,4320.210,3503.000,0.000,16.330,2489.920,0.000
Emmons,North Dakota,306289.018,44127.583,107.578,0.000,0.000,4.082,518.626,0.000
LaMoure,North Dakota,484648.961,202545.863,189.305,0.000,0.000,0.000,555.177,0.000
Hettinger,North Dakota,59024.529,58523.763,137.290,0.000,0.000,0.000,358.986,0.000
Ransom,North Dakota,487296.882,150524.883,436.600,1876.000,0.000,0.000,672.634,0.000
Benton,Indiana,262874.889,250084.048,120.633,83.000,0.000,252.965,1078.456,0.000
Grant,Indiana,166203.378,146005.509,547.447,861.000,0.000,273.377,8493.484,0.000
McIntosh,North Dakota,261013.599,45104.020,29.252,0.000,0.000,0.000,334.887,0.000
Jay,Indiana,130467.786,87777.102,1451.612,27.000,0.000,252.965,2586.991,6155.860
Dickey,North Dakota,484915.014,179191.986,200.792,0.000,0.000,0.000,659.496,0.000
Sargent,North Dakota,358911.122,189517.046,273.609,38.000,0.000,0.000,431.303,0.000
Howard,Indiana,153619.114,137597.908,1277.148,256.000,0.000,8.165,9907.693,28.155
Warren,Indiana,193576.658,171427.099,5.905,1358.000,0.000,244.800,1054.533,78.278
Clinton,Indiana,256144.083,235897.871,1707.218,510.000,6628.000,505.930,3876.762,974.782
Person,North Carolina,87776.313,4811.152,283.098,24650.000,47398.000,1224.900,3773.080,3917.000
Tipton,Indiana,149402.681,140587.428,954.873,457.000,0.000,244.800,1897.629,704.796
Madison,Indiana,186585.654,163294.904,441.493,579.000,0.000,1286.136,15265.967,0.000
Chowan,North Carolina,62923.925,15840.601,536.370,9761.000,34597.000,8.165,1555.295,0.000
Yadkin,North Carolina,52475.647,13773.483,1458.109,24326.000,4338.000,16.330,3664.615,0.000
Delaware,Indiana,162960.190,127127.579,454.323,8794.000,4852.000,493.682,13595.912,0.000
Randolph,Indiana,176700.304,134519.311,1055.649,5515.000,13886.000,244.800,3227.471,9220.042
Montgomery,Indiana,267673.868,244004.836,1552.240,3684.000,0.000,734.400,4398.306,0.000
Boone,Indiana,247830.426,228581.186,1218.775,279.000,0.000,4.082,5368.813,9689.591
Henry,Indiana,142736.138,117207.573,412.479,2017.000,0.000,252.965,6097.564,6211.957
Wilson,North Carolina,62000.551,23270.089,1039.271,20130.000,0.000,301.954,7532.727,6719.555
Rowan,North Carolina,120133.548,13845.668,353.137,35765.000,45877.000,2004.206,13504.034,1977.258
Pitt,North Carolina,275385.463,39309.033,7144.026,32137.000,173132.000,754.812,13671.110,8510.016
Catawba,North Carolina,69604.040,5405.808,461.348,10077.000,8749.000,2841.710,14738.620,19503.000
Wayne,Indiana,136799.778,79468.294,847.582,2786.000,0.000,762.977,8138.728,6391.161
Hancock,Indiana,134069.919,117873.433,925.149,1771.000,0.000,265.212,6522.366,5663.161
Gray,Kansas,379140.051,169813.125,0.778,97.000,0.000,4.082,706.724,0.000
Pawnee,Kansas,227871.110,99223.003,27.125,9.000,0.000,0.000,865.808,0.000
Finney,Kansas,191718.361,181211.606,37.331,0.000,0.000,0.000,5032.265,5370.150
Kearny,Kansas,82525.429,81954.980,20.584,0.000,0.000,0.000,542.372,0.000
Hodgeman,Kansas,289153.971,44094.193,0.583,0.000,0.000,0.000,340.360,0.000
Stafford,Kansas,310640.400,142603.341,133.803,9.000,0.000,4.082,573.255,0.000
Jones,North Carolina,60935.820,22159.328,8086.984,28929.000,0.000,0.000,1046.615,383.744
Anson,North Carolina,170693.281,8459.964,4531.560,40416.000,65684.000,493.682,2911.352,744.655
Union,North Carolina,131817.615,46985.056,8909.155,7964.000,31241.000,2330.654,12832.268,73.500
Hyde,North Carolina,90785.173,52881.898,0.000,15654.000,0.000,0.000,768.939,0.000
Duplin,North Carolina,215462.307,64747.805,66997.528,50423.000,22939.000,12.247,5128.105,1459.330
Richmond,North Carolina,58771.376,1880.049,4247.200,31234.000,0.000,518.177,4966.935,1282.014
Edwards,Kansas,264075.209,124295.493,44.208,0.000,0.000,0.000,503.634,0.000
Allen,Kansas,79710.351,44907.154,151.220,596.000,0.000,0.000,1903.481,1488.936
Bourbon,Kansas,94660.528,17094.774,182.206,3319.000,0.000,12.247,1931.685,0.000
Daniels,Montana,68166.207,67907.864,46.380,0.000,0.000,0.000,208.628,0.000
Liberty,Montana,58351.146,57746.879,175.845,16.000,0.000,4.082,404.772,0.000
Sanders,Montana,56110.612,501.064,13.443,54146.000,0.000,12.247,1420.947,0.000
Ford,Kansas,370037.405,120881.848,31.277,0.000,0.000,497.765,4066.864,1729.732
Pratt,Kansas,333978.047,136725.939,36.232,0.000,0.000,0.000,1336.330,928.993
Stanton,Kansas,90062.581,89770.566,0.032,0.000,0.000,0.000,288.004,0.000
Haskell,Kansas,203020.157,202488.643,8.832,0.000,0.000,0.000,515.559,0.000
Fergus,Montana,70315.711,58113.336,89.420,10346.000,0.000,244.800,1502.489,0.000
Grant,Kansas,86976.664,85925.949,0.130,0.000,0.000,0.000,1037.507,0.000
Kiowa,Kansas,60815.255,60135.206,95.856,0.000,0.000,0.000,392.385,186.386
Wilson,Kansas,107390.843,71117.901,34.271,565.000,11537.000,12.247,1327.546,0.000
Neosho,Kansas,97175.995,47020.876,226.797,1701.000,7683.000,771.142,2034.584,0.000
Kingman,Kansas,236627.425,85321.247,57.624,0.000,0.000,0.000,1038.180,0.000
Crawford,Kansas,94234.017,62323.185,126.042,741.000,0.000,16.330,4759.223,5956.296
Cowley,Kansas,120343.281,83919.686,385.771,1544.000,0.000,0.000,4434.904,2683.118
Meade,Kansas,136600.868,135898.320,49.768,0.000,0.000,0.000,645.122,0.000
Stevens,Kansas,161280.705,160617.671,0.065,0.000,0.000,0.000,653.935,0.000
Seward,Kansas,110549.724,105413.231,0.032,0.000,0.000,0.000,2966.843,2132.394
Montgomery,Kansas,69663.555,49335.705,516.611,1346.000,0.000,501.847,4430.235,725.237
Harper,Kansas,221991.092,96715.795,54.573,5.000,0.000,0.000,873.156,0.000
Labette,Kansas,101729.582,70034.616,122.979,961.000,0.000,12.247,2914.967,0.000
Cherokee,Kansas,125162.503,107348.018,194.353,2129.000,0.000,4.082,2705.875,5689.407
St. Joseph,Indiana,162797.785,102557.309,971.181,4583.000,0.000,1783.901,30581.049,13463.400
Elkhart,Indiana,143523.028,81394.769,2866.751,4022.000,7965.000,5457.989,21197.080,18090.000
Steuben,Indiana,141540.869,40795.461,327.273,6871.000,2269.000,12.247,3983.685,0.000
LaGrange,Indiana,96669.384,54170.319,1087.940,9171.000,18625.000,1339.207,4177.718,243.089
Osborne,Kansas,122813.960,66895.980,196.190,0.000,0.000,489.600,532.916,0.000
Sheridan,Kansas,109433.970,108820.739,181.076,0.000,0.000,0.000,427.503,0.000
Rooks,Kansas,164080.450,43463.218,0.065,0.000,0.000,0.000,771.289,663.056
Mitchell,Kansas,170891.913,95289.639,380.198,35.000,513.000,244.800,829.778,533.488
